ich	I
Fahrschein	Ticket
Verlierer	loser
Besserwisser	Know-it-all
dinieren	dance
Geständnis	confession
Mietvertrag	rental contract
liieren	lign
reingeraten	revering
entreißen	snatch
Warenhaus	Store
Unterschlagung	embezzlement
zurücklehnen	lean back
Ungewissheit	uncertainty
herausgeben	issue
exquisit	exquisite
tschechisch	Czech
geräumig	spacious
fünftausend	fivethousand
Autoreifen	car tire
einschreiten	intervene
ehelichen	marital
Rapport	rapport
Dirigent	conductor
gurgeln	gargle
Hülse	Sleeve
Rotznase	Snot
Vorschau	preview
herablassend	condescending
unterstreichen	underline
ausquetschen	squeeze
unwiderruflich	irrevocable
Übermacht	Superior
Preisgeld	Prize money
hinschauen	look
Krippe	crib
Läuterung	purification
Kriegsgefangener	Prisoner
hinterfragen	questioning
Einlieferung	Delivery
Gönner	patron
einkreisen	circle
verletzend	hurtful
dichtmachen	seal
wirbeln	swirl
Abschleppwagen	Towing
rebellieren	to rebel
Fehltritt	Mistake
Beschaffenheit	nature
Ausflug	Excursion
fossil	fossil
rosarot	pink
transferieren	transfer
Kilogramm	kilogram
Beinarbeit	Leg work
unbestreitbar	indisputable
abschrecken	scare off
durchstellen	go through
Südosten	southeast
zuordnen	assign
Förderung	advancement
ruhmreich	glorious
umfahren	drive around
verdunkeln	darken
wegräumen	clear away
verkrüppeln	cripple
mörderisch	murderous
einsacken	bare
Schwerelosigkeit	weightlessness
Exkursion	field trip
pingelig	picky
Luftröhre	windpipe
Kaffeepause	coffe break
potentiell	potentially
unschön	unsightly
bekriegen	weapons
gutheißen	well
todkrank	ill
Unterleib	Abdomen
Äußerung	Utterance
enttarnen	unsteady
seelisch	mental
freikaufen	free
hochmütig	haughty
Feierlichkeit	solemnity
einbrennen	burn up
leichtgläubig	gullible
chronisch	chronic
Entzündung	inflammation
Ritus	rite
Anus	anus
festsetzen	set
Handel	trade
organisiert	organized
Völkermord	genocide
Grünzeug	Greens
Vlies	fleece
Einberufung	Convening
Muttersprache	mother tongue
niederstrecken	lay down
sozialistisch	socialist
Torwart	goalkeeper
Bearbeitung	Editing
Edelstein	Gemstone
abrupt	abruptly
minimal	minimal
Schlüsselbund	Keychain
Parzelle	plot
brauchbar	useful
benützen	use
gesetzlos	lawless
Konsum	consumption
Basislager	Base camp
glasklar	crystal
Familienleben	Family life
vergasen	gas
nonstop	nonstop
elektromagnetisch	electromagnetic
überreagieren	overreact
Rugby	rugby
Anwaltskanzlei	law firm
Kabeljau	cod
Schotter	gravel
dealen	disease
Abführmittel	laxative
Schamhaar	Pubic hair
Drogenbehörde	Drug authority
urinieren	urinate
terroristisch	terrorist
Näherin	seamstress
Profikiller	Professionalist
Komponente	component
stocksauer	skewer
Lieblingsfilm	favourite movie
Informationsbeschaffung	information gathering
Kinderarzt	Pediatrician
Koalition	coalition
Zwillingsbruder	twin brother
Sudan	Sudan
Infusion	infusion
niederknien	kneel down
gehoben	lifted
anzweifeln	doubt
Rekonstruktion	reconstruction
Dichter	poet
Mitspieler	Player
baumeln	dangle
Beschleunigung	acceleration
abgewöhnen	break the habit
zanken	caution
ergründen	fathom
tragbar	portable
Teufelskreis	Vicious circle
verschnaufen	catch
unbewohnt	uninhabited
Fragerei	Questioning
Anziehung	attraction
Schaukelstuhl	Rocking chair
Einschränkung	Restriction
Zirkel	Circle
Schlafplatz	Sleeping place
gedankenlos	thoughtless
Spiegelei	fried egg
neblig	foggy
beglückwünschen	congratulate
kapern	capture
Mentalität	mentality
stetig	steady
lachhaft	laughable
Handarbeit	Handwork
Polizeipräsidium	Police headquarters
eintreiben	set
gebührend	due
Vollendung	completion
Liebesnest	Love nest
Stall	barn
Gedeck	Setting
seinesgleichen	unique
Hausbesuch	Home visit
nachforschen	inquire
signalisieren	signal
Pionier	pioneer
weiterschlafen	sleep on
verdenken	blame
vorbringen	mention
telegrafieren	telegraph
Weinberg	Vineyard
Taschendieb	Picker
Spatzenhirn	Sparrow brain
auftauen	thawing
zurücksetzen	reset to default
Fehde	feud
Göttlichkeit	divinity
unattraktiv	unattractive
Unzufriedenheit	discontent
zurückführen	bring back
umbauen	rebuild
Pfefferminz	peppermint
rasseln	rattle
einbeziehen	include
Spähtrupp	Scout
neugeboren	newborn
kursieren	circulate
spießig	spit
sonstwo	otherwise
Zubehör	equipment
anzetteln	put on
Korkenzieher	corkscrew
herausreißen	tear out
Versand	shipping
boshaft	malicious
erträglich	bearable
betrauen	entrust
antreffen	meet
Schwiegereltern	In-laws
ehrwürdig	venerable
vordringen	penetrate
seelenverwandt	soul-related
Schienbein	Shin
Mordopfer	Murder
frühmorgens	early in the morning
Gehsteig	pavement
nahrhaft	nutritious
weiterkommen	go on
zerschießen	shoot up
diplomatisch	diplomatic
durchgeben	enlarge
beschränkt	limited
Wohlfühlen	Feel good
einräumen	grant
Konsument	consumer
würzen	Spice up
Veruntreuung	embezzlement
ruhelos	restless
rastlos	restless
montieren	mount
Gedränge	hustle
vermögend	wealthy
Faszination	fascination
Palais	Palais
wohnhaft	resident
zugegen	present
separat	separately
aufspielen	play
Halbfinale	Semifinals
Schürzenjäger	Jaw
Sehenswürdigkeit	Sightseeing
Puma	puma
Schilf	reed
Gurgel	throat
Beseitigung	Elimination
materiell	material
eingraben	dig up
Sternenstaub	Stardust
Geschlechtsumwandlung	gender transformation
prahlen	brag
Kirmes	Fair
bekanntlich	known
Konditorei	Pastry
Ecuador	Ecuador
gastfreundlich	hospitable
verlagern	relocate
umschauen	look around
Luftschacht	Shaft
Steuergeld	Tax rate
behaart	hairy
Backofen	oven
kampflos	fearlessly
Drillinge	triplets
tiefgründig	profound
Cabaret	Cabaret
rehabilitieren	rehabilitate
Gebrauchsanweisung	Instructions for use
Diakon	deacon
hochachtungsvoll	Sincerely
individuell	individually
Stachelschwein	Porcupine
einfahren	retract
anfeuern	cheer
Teamarbeit	Teamwork
allzeit	all time
Solidarität	solidarity
Australier	Australian
Schlagstock	Punch
Parodie	parody
schlussendlich	Finally
Wiederauferstehung	Resurrection
Stoßstange	bumper
dekorieren	decorate
Schaltkreis	Circuit
Sicherheitsrisiko	Security risk
Allgemeinheit	Publicity
Geheul	howling
heilend	healing
Düse	jet
abtrünnig	renegade
anschleichen	loosen
Fluch	curse
Waffenbesitz	Weapon
schmackhaft	tasty
Kontrolleur	controller
Apfelsaft	Apple juice
quittieren	quit
Plastiksprengstoff	Plastic explosive
auftanken	refuel
Kniescheibe	Kneecap
weitersagen	wonder
Stabilisator	stabilizer
Wehrdienst	Military service
vital	vital
Punktestand	Score
Stundenkilometer	Hour kilometer
Melder	Detector
Südseite	Side
schmerzvoll	painful
Kühlraum	Refrigerator
städtisch	urban
Kalbfleisch	veal
Programmierung	programming
Festival	festival
ironischerweise	Ironically
Dialyse	dialysis
etablieren	establish
Baustein	Building block
absolvieren	graduate
psychotisch	psychotic
Kommune	Municipality
defensiv	defensive
Kosmetikerin	beautician
Vorschule	Preschool
Hepatitis	hepatitis
Stöckchen	stick
Sprengkörper	Explosive
im Uhrzeigersinn	clockwise
eingrenzen	enclose
Fitnessstudio	Gym
Rumänien	Romania
belgisch	Belgian
Schneeball	Snowball
beschmieren	grape
zurückweichen	go back
schlechthin	unless
unüblich	unusual
stemmen	to stem
scheuen	shy away
würdigen	honor
vergönnen	clip
einfältig	imaginable
vergöttern	idolize
Fiedler	fiddler
Kirchturm	Church tower
Deck	deck
Erhalt	Receipt
Promotion	promotion
Großmama	Grandmother
Verwesung	decay
Weinbrand	Brandy
österreichisch	Austrian
mitgeben	give
vollzählig	fully
ruhen	rest
vollpumpen	full pump
versprechend	promising
heiser	hoarse
veralbern	scald
Debüt	debut
transparent	transparent
Erweiterung	extension
Hausnummer	House number
Taschenmesser	pocket knife
fraglich	questionable
Ausfall	failure
festigen	consolidate
Affentheater	Monkey theater
schutzlos	glorious
Specht	woodpecker
steril	sterile
anregen	stimulate
sonstwas	anything else
unbeholfen	awkward
beschwipst	tipsy
zuvorkommen	attend
voraussichtlich	expected
Muskelkraft	Muscle
Privatsache	Privacy
häuslich	domesticated
Abschiedsparty	Farewell party
Sakrileg	sacrilege
pflügen	plow
Versteigerung	auction
aufsammeln	collect
zufriedenstellend	satisfactory
durchbringen	put through
Geschichtsbuch	History book
Umleitung	detour
dementsprechend	accordingly
Redefreiheit	Freedom of speech
Gesichtszug	Face
mittelalterlich	medieval
Ghetto	ghetto
einplanen	plan on
rausrücken	move out
Nektar	nectar
wedeln	wag
Pförtnerhaus	Lorry
Fügung	Joint
Faulheit	idleness
überschreiben	override
Klebstoff	adhesive
anlaufen	start
schleimig	slimy
Beduine	Bedouin
hernehmen	go
Zobel	sable
Glückstreffer	lucky Strike
Drogerie	Drugstore
Bergung	Salvage
verstauen	stow
Gleichstand	a draw
Gegenseite	Opposite
mittelmäßig	mediocre
Lavendel	lavender
treffend	apt
bedürftig	needy
vergriffen	outright
unterjubeln	go under
Zweitschlüssel	Slouses
anstößig	offensive
voreinander	in front of each other
Inventar	inventory
lehrreich	instructive
Aufschrift	inscription
Übernachtung	overnight stay
bedeutsam	significant
unüberlegt	uncertain
unsympathisch	unsympathetic
prompt	prompt
Feststellung	Statement
Naivität	greenness
zweitbeste	second best
seinerzeit	at that time
Areal	Areal
holländisch	Dutch
Ziel	aim
Verbeugung	bow
hieraus	from this
Etui	case
bewerkstelligen	accomplish
Oberkellner	Top waiter
schwarzweiß	black-and-white
zahllos	countless
Portwein	port wine
zumuten	enlarge
todernst	tooth
Bibliothek	Library
unglaubwürdig	unbelievable
Anlegestelle	Jetty
gurren	coo
Ostfront	Ostfront
Bombardement	bombardment
Sonett	So nice
impfen	vaccinate
Eisbär	Icebear
dahinterstecken	go behind
recken	stretch
hinhauen	hound
Schulbus	School bus
auserkoren	chat
Wettstreit	Betting
vermählen	bolt
kaputtgehen	break down
Verstand	understanding
Präsidentschaft	Presidency
reizvoll	charming
Heiland	Saviour
Hanswurst	Hanswurst
Öffentlichkeitsarbeit	public relation
Erotik	eroticism
verminen	mine
Erdoberfläche	Earth surface
erblinden	blind
Vöglein	little bird
Schnauzbart	Snooze
zerfressen	eat away
abraten	be advised against
Vermerk	Note
anlehnen	lean on
Rückruf	recall
inständig	intended
verfrüht	premature
Magnetfeld	Magnetic field
fertigen	produce
Ausrottung	extermination
kontrovers	controversial
plastisch	plastic
durchgeknallt	crowned
Bedenkzeit	time to think
allergrößte	greatest
anstreben	strive for
Kundgebung	rally
beige	beige
Telefongespräch	Telephone conversation
jiddisch	Yiddish
Entwarnung	All-clear
perfektionieren	perfect
herausnehmen	remove
Abweichung	deviation
auswechseln	replace
Gegenseitigkeit	reciprocity
Glückszahl	lucky number
Terminplan	Schedule
Rasierwasser	aftershave
Markenzeichen	Trademark
störend	disturbing
reinpassen	fit in
unzurechnungsfähig	uninformable
Innenseite	inside
vergelten	retard
hochhalten	hold up
verrenken	crook
Knopfdruck	Push
Gelee	jelly
hingucken	sweep
unbeliebt	unpopular
Tonbandgerät	Tape
Abschrift	copy
abrücken	move
zahlenmäßig	numerical
klatschnass	wet
schaben	scrape
gruppieren	group
siebenmal	seven times
implantieren	implant
Verlegung	laying
bemannen	man
Einsatzkommando	Commander
verräterisch	treacherous
injizieren	inject
Töpfchen	potty
unerfreulich	unpleasant
geheuer	safety
anlocken	attract
Funkverbindung	Radio connection
greifbar	tangible
Reim	rhyme
Ausweichmanöver	Evasive maneuver
Gesundheitsbehörde	Health authority
Bahnstation	Train station
absägen	saw off
variabel	variable
Pressesprecher	Spokesman
Lichtjahr	Light year
schnaufen	twist
Gemütlichkeit	Coziness
infrarot	infrared
Kassettenrekorder	Cassette recorder
Werwolf	werewolf
Kurator	curator
Beschwörung	incantation
Empfangsdame	Receptionist
ungeniert	unacceptable
Omama	Omama
Wiederaufbau	reconstruction
umleiten	redirect
Renovierung	renovation
Fertigstellung	completion
traumatisch	traumatic
anspringen	start an engine
knirschen	crunch
Schusswechsel	Shot change
Treibhauseffekt	Greenhouse effect
anreisen	arrive
Administration	administration
Schwerverbrecher	Heavy criminal
anvisieren	dance
Talkshow	Talk show
Normalität	normality
Prothese	prosthesis
Navigationssystem	navigation system
Räumung	eviction
Simulator	simulator
Opossum	possum
verfüttern	fiddle
Holzschnitt	Woodcut
Quellcode	Source code
Tippfehler	Typing error
vorsichtshalber	precautionary
oral	orally
Personalakte	Personal file
Wortlaut	text
fassungslos	stunned
tückisch	treacherous
eigens	specially
entfesseln	unleash
Patenkind	Godchild
ungesetzlich	unlawful
Überraschungsangriff	Surprise attack
Orgie	orgy
Krawall	Crawl
umsichtig	prudently
aufhetzen	put on
Bekanntmachung	Notice
Komposition	composition
boykottieren	boycott
Sonderausgabe	Special edition
Abendschule	Evening school
hinschmeißen	chuck down
Schlummertrunk	Slumber
Anarchist	anarchist
Möhre	carrot
herfallen	fall
Begebenheit	Passage
zerstreiten	break
protzig	pretentious
Geschicklichkeit	skill
ansatzweise	rugged
Unwesen	Unsound
Salto	Salto
Hungerstreik	Hunger strike
triumphieren	triumph
Ringkampf	Ring fight
fungieren	act
Überhand	Overhand
optimal	optimal
Autorennen	motor race
zutreffen	hold true
guttun	do well
Geologie	geology
abstechen	scan
tagaus	day out
einstudieren	rehearse
ausscheiden	leaving
Kennwort	password
vertrocknen	dries out
Anstandsdame	Decency
duellieren	duel
Grabräuber	Grave robbers
um meinetwillen	To meet me
Jurist	jurist
tagein	day a
Resolution	resolution
andauern	last for
Kommentator	commentator
Vergiftung	poisoning
Bewässerung	irrigation
überbieten	overbid
aushändigen	hand out
ordnungsgemäß	properly
Geizkragen	Agitator
zerspringen	croup
Geheimgang	Shell
Sonnenstich	Sunbeam
Sterbebett	Deathbed
Verzicht	Waiver
versengen	scorch
glaubhaft	credible
entmutigen	discourage
mittelgroß	medium-sized
Schnupftabak	snuff
überanstrengen	overstrain
knipsen	snap
anlässlich	on the occasion
Seelenfrieden	Peaceful peace
indianisch	Indian
expandieren	expand
stimulieren	stimulate
Plakette	plaque
draufsetzen	sit on
abweisend	dismissively
Viertelmillion	Quarter million
Polyp	polyp
Dozent	Lecturer
hinterlegen	deposit
starrköpfig	rigid
anreden	address
ausstechen	cut out
mitsingen	sing along
ausdrucken	print
trunken	drunk
Bußgeld	fine
polizeilich	police
nordwärts	north
Einzelteil	Item
Flieder	lilac
chic	chic
Bezirksstaatsanwalt	District prosecutor
Blutzucker	Blood sugar
publik	public
schmierig	greasy
umliegend	surrounding
Inserat	Ad
drumherum	around
Springbrunnen	fountain
Sonntagabend	Sunday evening
Halsabschneider	Neck cutter
einseitig	unilateral
erfrischen	refresh
unaufhaltsam	unstoppable
nächtelang	night
Streiterei	Quarrel
entsenden	send
Fechter	fencer
Guinea	Guinea
ungeahnt	unimagined
nörgeln	nag
manövrieren	maneuver
überhören	Ignore
sechseinhalb	six and a half
Warnschuss	Warning shot
Frauenarzt	Gynecologist
Schmeichelei	flattery
Raupe	Caterpillar
atmosphärisch	atmospheric
erblühen	bloom
Katakombe	catacomb
Schlittschuh	Skating
Pulle	Pulley
Denkzettel	Plot
Observatorium	observatory
Briefkasten	Mailbox
Filou	Filou
auschecken	check out
obschon	although
Kontostand	Bank balance
Gänseblümchen	daisy
bemalen	paint
Königsfamilie	Royal family
forschen	to research
einreiben	rub
Vitrine	Showcase
gefühlvoll	emotional
konvertieren	convert
abstrakt	abstract
trauernd	grief
Zurückweisung	Rejection
beharren	insistence
Überschwemmung	flooding
Rollfeld	Rollfield
erschallen	shuffle
Gleichberechtigung	equal rights
Zaubertrank	Potion
krankhaft	morbid
zusammenfassen	sum up
anschneiden	cut
Widerstand	resistance
rechtschaffen	righteous
Stätte	site
Kalzium	calcium
Wäschekorb	laundry basket
sterilisieren	sterilize
Kloster	monastery
Bundesregierung	Federal government
Umbau	modification
anfreunden	make friends
weitgehend	largely
ausblasen	blow out
Verbundenheit	Bond
Sprechstunde	Consultation
Zimmergenosse	Carpenter
Tulpe	tulip
Wiedergutmachung	Redress
plätschern	lapping
einordnen	rank
republikanisch	republican
Bestrahlung	Irradiation
Verkaufszahl	Sales number
verknüpfen	link
bildlich	pictorial
unumgänglich	uncomfortable
Sicherheitskraft	Security force
rösten	roast
Blazer	blazer
Schatz	sweetheart
hochfahren	go up
Verschwiegenheit	secrecy
Vorherrschaft	supremacy
Sonderbehandlung	Special treatment
Spontaneität	spontaneity
matschig	muddy
Kompetenz	competence
unersetzlich	irreplaceable
infiltrieren	infiltrate
Diener	servant
verständlicherweise	understandably
verdampfen	evaporate
Herrscher	Ruler
Umdrehung	revolution
unerkannt	unrecognized
Grimasse	grimace
robust	robust
Transit	transit
donnernd	thunderous
Projektion	projection
mimen	mimen
xxx.	XXX.
Sicherheitsbeamter	security guard
Hauptkommissar	Principal
zwinkern	to wink
sinnlich	sensual
spreizen	spread
Armenhaus	Poor house
Sicherheitsstufe	security_level
Tischgebet	Table prayer
Veranlagung	Predisposition
aufspießen	split
zurückfliegen	fly back
Schwachpunkt	Weak point
Luftverschmutzung	Air pollution
Verschmutzung	pollution
Drachen	Dragon
Kult	cult
vorab	in advance
Gremium	Committee
Sonnencreme	suncream
halbieren	halve
Vergünstigung	Privilege
Ökonomie	Economy
verschiffen	ship
feuerbereit	fizzling
befruchten	fertilize
verklingen	drain
Urinprobe	Urine
Gravitation	Gravitation
übersinnlich	supernatural
Verschlüsselung	Encryption
zuhalten	to keep
Möchtegern	Wannen
Rotation	rotation
okkult	occult
Kinderschänder	Child moles
Geldwäsche	Money laundering
holprig	bumpy
Ausgrabung	excavation
Privatisierung	privatization
Lebensqualität	life quality
Gehaltsliste	Salary list
Personenschutz	Personal protection
islamisch	Islamic
Klausur	Exam
Laichzeit	Spoat time
ausgestoßen	pushed out
Bombenangriff	Bombing
Stress	stress
ihresgleichen	unknown
zumeist	mostly
deinesgleichen	desir
erahnen	tape
vorladen	preload
Geschäftsleitung	Management
Unternehmung	Enterprise
sezieren	dissect
einwerfen	put in
Bescherung	handing out Christmas Presents
Wanderung	Hike
schwerlich	heavy
fabrizieren	fabricate
bezichtigen	accuse
hinauszögern	delay
Wertpapier	Security
Chloroform	chloroform
ulkig	funny
bewirten	host
vortrefflich	excellent
Dämpfer	mute
ausbezahlen	pay out
vorwarnen	warn
Nominierung	nomination
Pomade	pomade
Standesamt	Registry office
brodeln	boom
zerknittern	crumple
Campingplatz	campsite
Hosenträger	Bracket
Riesenspaß	Giant fun
verstreichen	elapse
gewahrt	preserved
Keil	wedge
anlächeln	smile
Anlauf	Start
tröstlich	comforting
rostig	rusty
Warterei	Waiting
entgleisen	derail
Bekanntgabe	Announcement
reflektieren	reflect
Westentasche	West pocket
schlüssig	conclusively
Bienenstock	Hive
aufzählen	enumerate
Trinkgeld	Tip
zubringen	bring to
Hintertreppe	Rear staircase
Ouvertüre	overture
Vergeudung	Waste
Kochtopf	cooking pot
traurigerweise	sad
Scharade	charade
nagen	gnaw
erstehen	buy
Lehrerzimmer	Teacher's room
wegsehen	look away
Seitenstraße	Side street
Tanzsaal	Dance hall
Rindvieh	cattle
Pergament	parchment
rüsten	upgrade
Schmalz	lard
unnahbar	unapproachable
Brennholz	firewood
Meeresspiegel	Sea level
Makrele	mackerel
skandalös	scandalous
Sparbuch	Savings
Häufchen	Heap
Geheimniskrämerei	Mystery
vorbildlich	exemplary
erwirken	obtain
Kutte	habit
Wachablösung	Watch removal
kampfbereit	fighting
ausborgen	borrow
Warze	wart
zerfleischen	ruffle
Rubin	ruby
stutzen	support
zunähen	to sew
zurückwerfen	throw back
Tritt	Joined
zurechnungsfähig	compatible
Rettungsring	Rescue ring
alleinstehend	single
